genre,rate,metascore,votes,user_reviews,critic_reviews,popularity,awards_nominations,Oscar_nominated,Golden_Globes_nominated,BAFTA_nominated,Screen_Actors_Guild_nominated,Critics_Choice_nominated,Directors_Guild_nominated,Producers_Guild_nominated,Art_Directors_Guild_nominated,Writers_Guild_nominated,Costume_Designers_Guild_nominated,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_nominated,People_Choice_nominated,London_Critics_Circle_Film_nominated
Crime|Drama|Thriller,7.80000019,72,11938,36,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Crime|Drama,5.80000019,32,8783,58,66,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,6.0999999,35,248587,489,237,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Romance,7.0999999,82,11283,107,137,0,9,1,1,2,1,1,0,0,0,0,0,1,1,0,2
Drama|History,7.69999981,79,9816,118,189,18,8,1,0,0,0,0,0,0,0,0,0,4,0,0,1
Drama,7.5999999,88,19254,121,175,0,14,2,1,1,1,1,0,0,0,0,0,4,2,0,1
Action|Crime|Fantasy,6.69999981,64,306896,714,315,541,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Crime|Thriller,6.9000001,62,264301,289,233,1141,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Drama|Romance,7.19999981,70,204364,367,277,1395,18,1,4,1,1,2,0,0,0,1,0,2,1,0,2
Drama|History|War,7.9000001,91,135006,0,0,0,12,4,2,0,0,3,0,0,0,0,0,1,0,0,1
Action|Adventure|Fantasy,7.9000001,83,914812,3068,722,262,46,9,4,8,0,9,1,1,1,1,1,11,3,0,2
Action|Horror|Sci-Fi,4.69999981,29,95087,1005,209,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Drama|War,6.80000019,0,4050,27,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Horror,5.5999999,34,77290,544,311,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Romance,6.69999981,55,148075,218,219,1022,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Biography|Drama,8.19999981,73,445752,768,278,553,25,2,2,0,4,7,1,0,0,1,1,3,3,0,0
Comedy|Music|Romance,6.5,59,83619,291,174,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Drama|Romance,7.0999999,57,178979,264,238,1823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Biography|Crime|Drama,7.80000019,76,332471,462,298,920,14,2,3,5,2,2,0,0,1,0,0,0,0,0,0
Action|Biography|Crime,7.4000001,76,30578,109,161,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Crime|Mystery|Thriller,7.69999981,82,194347,402,356,1073,15,1,3,2,1,1,0,0,0,0,0,2,3,0,1
Action|Adventure|Comedy,5.69999981,29,61270,139,174,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,7.0999999,55,565999,2550,739,506,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Animation|Drama,7.5,82,29236,104,215,0,8,1,1,0,0,1,0,0,0,0,0,1,1,0,0
Comedy|Drama,7.19999981,85,32658,127,201,0,6,2,1,0,0,0,0,0,0,1,0,1,1,0,1
Crime|Drama,7.80000019,78,448836,1279,683,278,44,1,1,4,0,8,0,0,1,0,1,7,6,0,6
Animation|Adventure|Comedy,7.0999999,73,92560,217,229,1957,10,3,1,0,0,3,0,1,0,0,0,4,1,0,0
Comedy|Crime|Drama,8,67,316575,523,301,1375,17,1,3,4,0,0,0,0,0,0,0,3,2,0,3
Drama|Fantasy|Horror,5.80000019,43,91365,436,358,3226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Mystery|Romance,7.80000019,85,198549,585,317,527,55,7,7,14,0,5,0,0,1,0,1,12,6,0,8
Animation|Adventure|Comedy,6.80000019,61,44268,123,221,4221,10,1,1,1,0,1,0,1,0,0,0,3,1,0,0
Biography|Drama,8,84,341680,345,474,480,26,6,2,0,3,3,0,1,0,1,1,4,1,0,1
Drama|Romance|War,7.19999981,77,30267,92,216,4366,10,2,1,0,1,2,0,0,0,0,0,3,1,0,0
Action|Crime|Mystery,7,50,241427,462,390,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy,7.4000001,67,92007,201,166,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Family|Musical,6.30000019,51,149917,615,237,911,12,0,2,3,0,0,0,0,0,0,1,2,0,3,0
Action|Adventure|Sci-Fi,8,82,519255,1568,525,470,22,4,0,2,1,5,0,1,1,1,1,3,1,1,0
Comedy|Drama|Romance,7.19999981,67,222870,326,253,508,4,0,0,0,0,1,0,0,0,0,0,2,1,0,0
Action|Adventure|Sci-Fi,6.80000019,61,335623,652,358,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,5.80000019,39,234476,639,343,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,7,57,556147,746,520,634,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Comedy|Drama|Romance,7.4000001,70,118030,300,227,1285,5,1,1,0,1,2,0,0,0,1,0,0,0,0,0
Mystery|Thriller,6.69999981,48,221001,450,305,1202,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crime|Drama|Horror,6.5,44,71967,450,250,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Biography|Drama,8.10000038,90,72868,160,240,4625,10,1,1,2,0,1,0,0,0,0,0,3,1,0,0
Biography|Drama|Romance,7,81,21885,111,224,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,2
Biography|Drama|Romance,7,66,100926,211,324,263,25,4,3,5,2,5,0,0,1,0,1,3,1,0,0
Crime|Drama|War,7.5999999,78,37554,120,163,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Adventure|Family|Fantasy,5.9000001,47,145732,422,218,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,7.69999981,36,240100,608,201,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|War,7.5999999,53,103864,239,253,2111,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Action|Adventure|Fantasy,5.19999981,36,83921,323,313,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Drama|Sci-Fi,8.60000038,74,996629,2803,722,103,24,5,1,4,0,8,0,0,1,0,1,6,0,0,0
Action|Adventure|Horror,7,63,481888,1001,656,804,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Comedy|Romance,5.69999981,34,97522,213,186,1105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Action|Crime|Drama,7.19999981,53,263555,343,196,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Crime|Drama,7.80000019,63,203702,390,263,1639,20,3,2,8,1,3,0,0,1,0,1,2,0,0,2
Biography|Drama|Romance,7,76,15690,82,183,0,5,2,2,0,2,0,0,0,0,0,0,0,0,0,1
Comedy,7.5999999,76,433124,560,257,373,5,0,0,0,0,2,0,0,0,0,0,2,0,0,0
Action|Adventure,6.5999999,58,341130,1245,403,762,8,0,0,2,0,2,0,0,1,0,0,2,0,1,0
Action|Adventure|Sci-Fi,6.5,62,309284,1492,606,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Romance,7.19999981,59,131038,169,159,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,6.5999999,44,125109,176,166,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy,6.9000001,51,218338,279,175,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Thriller,7.5999999,74,289057,422,381,453,14,1,1,1,1,5,0,1,1,1,0,1,0,0,0
Comedy|Drama|Romance,7.0999999,86,113102,293,323,3681,35,4,4,4,3,4,0,1,0,1,0,6,3,0,3
Crime|Horror|Thriller,6.5999999,42,69969,280,240,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Sci-Fi,8.10000038,69,1026544,1729,707,366,16,1,0,1,0,3,0,0,0,0,0,3,0,8,0
Comedy|Romance,5.5,55,65656,126,127,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,7.69999981,79,38040,170,231,0,7,1,0,0,1,1,0,0,0,1,0,1,1,0,0
Biography|Drama|History,6.9000001,62,64050,142,194,3735,8,2,1,2,0,0,0,0,0,0,1,1,0,1,2
Biography|Drama,7.69999981,80,90161,248,302,4670,37,5,5,7,2,4,1,1,1,1,0,5,2,0,5
Drama|Musical|Romance,5.80000019,49,38185,233,206,2791,23,4,5,1,2,10,0,0,0,0,1,4,0,0,0
Biography|Drama|Sport,7.69999981,53,231382,430,262,632,6,2,1,0,1,2,0,0,0,0,0,1,0,0,0
Drama|History|War,7.0999999,81,12837,80,103,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Horror,7.19999981,58,227968,1077,331,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama,7,63,255488,548,341,1777,8,0,2,3,0,1,0,0,1,1,0,0,0,0,0
Drama|History|Thriller,7.5999999,94,343364,878,389,818,65,9,3,8,2,8,1,1,1,1,0,10,7,0,2
Comedy|Drama|Romance,6.0999999,52,80387,120,181,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Action|Adventure,8.19999981,74,508250,499,289,1470,12,2,1,2,0,1,0,1,0,0,0,3,1,1,0
Adventure|Drama,7.30000019,64,183339,509,358,1270,7,0,0,1,0,3,0,0,0,0,0,2,0,0,0
Comedy|Romance,5.4000001,24,82041,129,152,1198,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adventure|Fantasy,7.9000001,58,655908,1378,646,257,15,3,0,4,0,4,0,0,1,0,1,5,0,0,0
Drama|Music|Romance,7.9000001,88,94927,329,233,2206,9,1,0,0,0,1,0,0,0,0,0,2,3,0,2
Action|Comedy|Crime,7,64,262683,377,233,1530,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Family,8.39999962,94,752912,1049,424,1325,38,6,2,4,0,3,0,1,1,0,0,11,6,1,1
Drama|War,7.80000019,55,139415,402,184,1086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Drama|Thriller,7.0999999,0,73530,257,56,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Mystery,7.5,68,102109,326,292,1703,35,5,5,3,5,6,0,0,1,1,0,6,4,0,1
Adventure|Family|Fantasy,7.69999981,65,346023,624,430,530,9,2,0,2,0,3,0,0,1,0,0,2,0,1,0
Drama,7.30000019,79,89573,277,321,1693,37,6,3,4,3,6,1,2,0,1,1,5,2,0,1
Drama,7,76,41421,147,250,3220,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0
Action|Adventure|Family,4.19999981,20,121974,1391,280,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Comedy,7,71,315053,578,309,770,14,1,2,1,1,2,0,0,0,0,0,2,1,0,0
Action|Crime|Mystery,6.4000001,65,252530,516,329,1889,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mystery|Romance|Sci-Fi,7.5,74,394300,577,527,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Thriller,8,79,568921,1147,667,348,74,5,4,12,3,12,1,1,1,1,1,13,7,0,3
Action|Adventure,7,66,464229,1228,609,671,7,0,0,0,1,0,0,0,0,0,0,0,0,6,0
Drama|Music|Musical,6.5999999,40,2359,19,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sci-Fi|Thriller,5,34,166805,1271,323,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Drama,6.69999981,53,217281,550,346,1702,5,0,0,0,3,0,0,0,1,0,0,0,0,1,0
Drama|Romance,7.30000019,69,157354,419,327,684,20,3,4,4,1,0,0,0,0,0,1,5,2,0,2
Action|Comedy,5.5,54,160243,383,198,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|History,7.30000019,64,46857,102,188,943,8,3,1,2,0,2,0,0,0,0,1,1,0,0,1
Comedy|Drama|Romance,6.4000001,0,20741,66,40,973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Biography|Drama|Sport,7.9000001,79,284158,391,411,1330,43,7,6,3,4,6,1,1,1,1,1,5,3,0,1
Adventure|Drama|Family,7.5,83,253493,686,686,611,59,11,3,10,0,11,1,1,1,1,1,14,3,0,2
Drama|Sci-Fi|Thriller,5.5,40,142415,699,275,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Family,6.4000001,48,150419,184,190,1018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Biography|Drama,6.80000019,55,62249,219,399,3657,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1
Drama|Romance,7.5999999,58,195211,375,297,1445,22,5,4,5,1,3,0,0,0,0,0,5,1,0,3
Crime|Drama,7.19999981,82,22153,96,181,0,7,2,0,0,1,1,0,0,0,0,0,2,0,0,0
Action|Fantasy,6.0999999,33,201947,918,437,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Action|Adventure,7.4000001,68,182309,446,442,2512,11,1,1,2,0,1,0,1,1,0,0,1,1,0,0
Drama|History|Thriller,7.0999999,56,189396,441,270,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Crime,7.5999999,57,491204,624,416,417,4,2,1,0,0,1,0,0,1,0,1,0,0,0,0
Action|Drama|Thriller,6.80000019,65,162193,441,415,572,6,0,0,0,0,2,0,0,0,0,0,1,0,0,1
Biography|Comedy|Crime,8.19999981,75,829204,1165,611,132,39,5,2,4,0,6,1,1,1,1,0,7,0,0,4
Comedy|Drama|Romance,5.5,53,101184,474,226,1592,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Comedy|Drama|Romance,6.4000001,47,135320,203,159,1015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Comedy|Romance,6.5999999,56,152992,247,247,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama,6.4000001,54,85175,354,332,3169,16,2,1,4,1,2,0,0,0,0,0,2,1,0,2
Drama,8,86,661819,1024,419,646,64,10,4,11,2,6,1,1,1,1,1,12,7,0,6
Action|Crime|Thriller,6.69999981,45,210049,230,225,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|History,7.5999999,84,140251,290,325,2268,55,8,1,4,3,8,1,2,1,2,1,13,4,0,3
Adventure|Family|Fantasy,6.5,53,317926,742,453,311,21,3,3,5,0,4,0,0,1,0,1,3,0,2,1
Crime|Drama|Thriller,6.5,41,44993,200,175,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Family,6.19999981,63,22953,33,71,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama,7,79,105694,331,343,2027,23,2,1,1,0,2,0,0,1,1,0,1,4,0,2
Biography|Drama|Histor,7.5,89,64976,214,367,489,20,2,4,0,0,5,0,0,0,0,1,5,3,0,0
Comedy|Drama|Romance,7.69999981,76,389802,501,332,793,17,0,2,0,0,2,0,0,0,1,1,5,2,1,0
Action|Drama|Sport,6.5999999,39,82607,184,139,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Biography|Drama,7.30000019,66,90396,158,216,1689,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Biography|Drama,7.30000019,81,12255,47,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|History,7.69999981,86,468444,702,656,450,60,7,5,7,3,7,1,1,1,1,1,10,5,1,4
Thriller,7.0999999,0,215402,592,213,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Family,8.10000038,0,168524,313,83,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|Family,7.19999981,61,21429,136,160,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Crime|Thriller,7.30000019,53,199241,192,208,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama,7.30000019,84,208797,442,549,1680,48,5,5,3,2,7,1,1,1,1,1,5,4,0,2
Action|Drama|History,7.19999981,58,119539,239,199,1736,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama,6.69999981,65,32982,66,165,0,7,1,0,4,0,1,0,0,0,0,1,1,0,0,0
Action|Adventure|Drama,6.9000001,53,235467,572,325,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Romance,6.69999981,48,235812,277,223,689,5,0,1,0,0,1,0,0,0,0,0,0,0,3,0
Comedy|Drama|Romance,7.80000019,81,551547,703,539,626,44,8,4,3,4,10,0,1,0,1,1,5,1,0,1
Comedy|Drama|Romance,7,84,32861,199,219,0,22,1,2,0,0,0,0,0,0,0,0,3,2,0,5
Action|Adventure|Sci-Fi,5.80000019,32,177901,534,250,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Comedy,8.30000019,88,698936,713,411,1068,32,5,2,4,0,4,0,2,0,0,0,8,4,1,0
Adventure|Fantasy|Mystery,6.80000019,65,128632,211,293,1866,5,2,0,2,0,0,0,0,0,0,1,2,0,0,0
Comedy|Drama|Romance,6.5999999,39,99020,94,139,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,6,35,330372,1444,368,1266,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Biography|Drama|History,7.4000001,74,128628,262,311,2004,11,2,3,0,2,4,0,1,0,0,0,0,0,0,0
Action|Horror|Sci-Fi,7,64,307044,2197,462,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,7.9000001,100,278651,850,558,736,68,6,5,5,3,8,1,1,0,1,1,10,6,0,5
Drama,7.5,92,29948,86,210,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Drama|Music,8.10000038,68,39872,119,165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Thriller,7.80000019,81,536992,1505,755,543,39,5,1,8,2,7,0,1,1,0,1,8,2,0,5
Crime|Drama,7.4000001,82,5173,32,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Fantasy|Horror,6.19999981,55,205409,483,528,937,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drama,7.4000001,51,76840,187,146,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,6.69999981,82,41905,282,232,4785,20,1,1,0,1,2,0,0,0,0,0,7,1,0,1
Action|Biography|Drama,7.5999999,60,212612,427,330,528,4,2,0,0,1,2,0,0,0,1,0,0,0,0,0
Action|Adventure|Fantasy,2.70000005,45,58185,528,131,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Fantasy|Romance,5.19999981,56,355587,1539,349,326,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0
Biography|Drama|Sport,7,81,112206,293,445,1646,19,5,3,2,2,2,0,1,1,1,0,3,1,0,1
Action|Adventure|Sci-Fi,6.80000019,49,269848,670,469,876,8,1,0,0,0,1,0,0,1,0,1,3,0,0,0
Comedy,7.80000019,73,599702,622,335,549,8,0,1,1,0,1,0,0,1,1,0,0,0,2,0
Drama|Romance,7.4000001,81,147111,291,378,619,11,1,2,0,0,2,0,0,0,0,0,3,1,0,1
Drama,7.0999999,67,193172,288,424,1267,10,1,4,2,0,1,0,1,0,0,0,1,0,0,0
Drama|Sport,7.9000001,81,256185,549,390,1520,30,2,3,2,1,4,0,0,1,1,1,4,5,0,3
Drama|Music|Musical,6.4000001,47,63348,223,196,416,5,0,3,0,0,1,0,0,0,0,1,0,0,0,0
Comedy|Horror|Thriller,6.5999999,83,162255,697,399,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery|Thriller,8.10000038,63,826668,979,495,256,6,0,0,0,0,0,0,0,1,0,0,4,1,0,0
Comedy|Horror,5.0999999,47,95079,295,300,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,5.5999999,39,228575,555,437,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|Romance,7,66,82470,279,255,2196,17,1,2,1,1,1,0,0,2,1,1,1,1,0,1
Action|Sci-Fi|Thriller,8,81,546694,1267,475,1360,40,4,1,7,0,5,0,1,1,0,0,13,5,1,0
Animation|Comedy|Family,7,74,77692,171,377,0,11,1,1,1,0,1,0,1,0,0,0,1,1,0,0
Horror|Mystery|Thriller,7,42,148949,384,267,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Mystery,7.80000019,82,55126,194,290,4473,14,2,1,1,0,1,0,0,0,0,0,2,1,0,4
Biography|Crime|Drama,7,70,236490,589,359,1381,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Comedy|Romance,7,70,170179,215,214,1537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Drama|Family,6.19999981,61,124385,415,255,1143,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Adventure|Comedy|Horror,7.69999981,73,399906,557,447,700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Drama|Romance,7.5,58,71560,127,287,3441,6,2,1,2,0,1,0,0,0,0,0,1,0,0,0
Adventure|Fantasy,7.9000001,66,501493,959,511,418,17,3,0,2,0,5,0,0,1,0,1,6,0,1,0
Drama,7,49,49886,92,204,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Romance,7.5999999,84,11561,44,127,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Drama,7.30000019,85,114346,241,279,2183,36,3,1,8,2,4,0,1,0,0,0,8,1,0,7
Crime|Drama|Mystery,6.30000019,57,42900,69,139,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Horror|Mystery,7.30000019,76,169084,505,453,104,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Crime|Drama|Thriller,7.30000019,63,178244,204,275,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,5.80000019,49,291888,1057,368,1358,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Animation|Adventure|Comedy,7.19999981,75,190394,339,363,2241,14,1,1,1,0,1,0,1,0,0,0,3,1,1,0
Drama|Romance,7.4000001,83,275955,456,396,1319,67,6,6,6,3,8,1,1,1,1,1,10,5,0,4
Action|Adventure|Mystery,6.69999981,61,239740,517,440,1717,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Thriller,7.4000001,34,223823,432,214,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Drama|Fantasy,8.10000038,87,571036,821,472,211,26,3,0,5,1,5,0,0,2,0,1,6,0,5,0
Adventure|Comedy|Family,7.0999999,75,76807,253,399,3586,11,1,0,2,0,4,0,0,0,0,0,5,0,0,0
Horror|Thriller,4.4000001,38,35549,163,184,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,8.19999981,72,581906,878,365,1078,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Drama|Music,6.69999981,68,5693,25,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|Sport,7.5999999,87,291705,317,423,1542,26,6,4,3,2,3,0,1,0,1,0,2,1,1,0
Action|Adventure|Western,6.5,37,186987,717,454,1417,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,7.80000019,72,195124,559,456,31,16,1,0,3,1,6,0,0,1,0,1,0,0,1,0
Drama|Fantasy,6.5,56,81846,327,316,4007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama,7.30000019,58,191108,281,355,693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Comedy,6.30000019,57,106052,287,306,1668,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Comedy|Romance,6.5,33,73925,183,133,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Comedy,7.19999981,69,287228,432,492,1353,11,1,1,1,0,2,0,1,0,0,0,3,1,0,0
Mystery|Sci-Fi|Thriller,7.4000001,59,433929,397,377,1035,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Action|Adventure|Horror,5.9000001,37,135313,411,252,587,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drama|Romance,7,79,14690,114,180,0,7,1,1,1,0,1,0,0,0,0,0,0,0,0,2
Comedy,7.5,83,45548,141,189,4525,17,1,0,2,0,0,0,0,0,0,0,4,2,0,5
Action|Adventure|Sci-Fi,7,57,542122,733,456,1163,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Action|Adventure|Thriller,7.4000001,73,375559,512,434,1411,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Crime|Drama|War,6.5999999,59,3049,17,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,7.4000001,76,65738,169,274,1563,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0
Comedy|Drama|Romance,6.5999999,57,71642,213,188,1950,6,0,3,1,0,1,0,0,0,0,0,0,0,0,0
Action|Comedy|Crime,7.19999981,69,421830,350,374,645,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Crime|Drama,7.9000001,90,80596,155,260,4031,13,1,1,1,0,0,0,0,0,0,0,2,1,0,5
Animation|Crime|Drama,7.19999981,76,7102,35,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Mystery,7.5,68,101154,312,393,1184,20,0,1,3,1,2,0,0,0,0,0,4,3,0,5
Comedy|Fantasy,6.69999981,67,320626,672,419,730,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Action|Comedy|Crime,7.0999999,60,245244,330,316,1138,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Action|Comedy,7.69999981,66,448057,809,449,430,4,0,0,0,0,2,0,0,0,0,0,1,0,1,0
Action|Drama|Fantasy,6.19999981,48,232746,529,366,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Drama|Fantasy,6,46,140734,406,283,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Mystery|War,8.19999981,80,88900,164,228,788,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Horror,7,72,288407,997,640,1080,6,0,0,0,0,1,0,0,0,0,0,4,1,0,0
Adventure|Drama|Fantasy,4.5999999,44,225457,922,297,1772,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Comedy|Drama|Romance,4.30000019,27,61245,295,220,1327,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drama|Music|Romance,7.30000019,83,69996,228,273,3278,20,3,2,2,1,2,0,0,0,1,1,2,1,0,1
Action|Adventure,6,47,119870,275,246,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,7.80000019,65,535408,701,504,647,5,0,0,0,1,0,0,0,0,0,1,0,0,2,0
Comedy|Drama|Fantasy,5.4000001,43,6357,37,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Action|Crime|Drama,7.4000001,84,442406,677,591,659,12,0,0,0,0,5,0,0,0,1,0,1,1,0,1
Biography|Drama|History,7.5999999,73,35248,78,227,2934,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0
